Dates,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),E. coli (cfu/100mL),Faecal Coliforms (cfu/100mL),Nitrate Nitrogen (mg/L),Nitrite Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),pH,Phaeo-pigments (μg/L),Salinity (psu),Secchi Disc Depth (M),Silica (mg/L),Suspended Solids (mg/L),Temperature (°C),Total Inorganic Nitrogen (mg/L),Turbidity (NTU),Unionised Ammonia (mg/L),Volatile Suspended Solids (mg/L)
2019/11/21,0.7,0.17,2.7,87,6,2400,5000,0.05,0.011,0.015,7.9,1,33,3.2,0.43,4.1,24.6,0.23,3.3,0.006,1
2019/11/21,0.7,0.17,2.8,88,6.1,1600,4900,0.053,0.012,0.009,7.9,1,33,3.2,0.46,10,24.6,0.24,3.2,0.006,2.2
2019/12/2,0.2,0.18,1.7,105,7.4,650,1800,0.076,0.013,0.026,8.1,1.1,33.2,2,0.77,7.9,23.4,0.27,4.8,0.008,1.4
2019/12/2,0.3,0.18,1.6,77,5.4,650,1300,0.071,0.013,0.025,8.1,2.4,33.1,2,0.63,4.8,23.5,0.26,4.3,0.008,1
2019/12/2,0.3,0.17,2.6,82,5.7,810,1400,0.072,0.014,0.026,8.1,1.2,33.2,2,0.63,6.1,23.5,0.26,4,0.008,1.1
2019/1/2,0.5,0.084,0.6,81,6.1,1300,2100,0.08,0.023,0.025,8,1.1,33.2,3,0.85,5.1,19.4,0.19,2.7,0.003,0.9
2019/1/2,0.5,0.074,0.4,91,6.9,730,2400,0.08,0.02,0.025,8,0.9,33.2,3,0.84,5.4,19.4,0.17,2.5,0.002,1.1
2019/2/13,1.1,0.26,2.9,82,6.3,270,570,0.12,0.009,0.025,8,1.5,31.5,2.8,0.39,6.8,19.5,0.39,0.9,0.007,2.3
2019/2/13,1.2,0.17,0.9,92,7,200,290,0.12,0.011,0.009,8,0.3,31.5,2.8,0.44,6.2,19.5,0.3,0.8,0.005,1.6
2019/2/13,0.5,0.22,2,93,7.1,130,240,0.12,0.01,0.028,8,0.5,31.9,2.8,0.45,6.3,19.4,0.35,1,0.006,2
2019/3/1,0.9,0.11,11,98,7.4,110,280,0.078,0.012,0.018,8.1,1.7,32.1,3.2,0.3,2.7,20.2,0.2,0.6,0.004,0.9
2019/3/1,0.9,0.12,9.9,97,7.3,180,330,0.08,0.012,0.013,8.1,1.2,32.2,3.2,0.3,5.7,20.1,0.21,0.9,0.004,1.3
2019/3/1,0.8,0.1,6.4,96,7.2,500,1400,0.076,0.011,0.012,8.1,1.1,32.3,3.2,0.37,4.6,20,0.19,1.3,0.003,1.3
2019/4/11,0.9,0.17,4.7,71,5,66,170,0.22,0.014,0.022,7.9,1.1,30.5,4.5,0.59,8.2,24,0.4,0.3,0.006,2.7
2019/4/11,0.6,0.14,3.4,84,5.9,130,410,0.19,0.013,0.025,7.9,0.4,32,4.5,0.53,10,23.5,0.34,0.5,0.004,3
2019/5/10,0.3,0.14,0.3,83,5.8,700,2500,0.15,0.014,0.022,7.7,0.3,31.6,2.7,0.77,4.9,23.9,0.3,3.2,0.003,1.3
2019/6/3,0.7,0.17,2,76,5.3,940,1500,0.34,0.039,0.026,7.6,0.4,26.6,3,1.9,5.4,26.5,0.55,1.9,0.004,1.6
2019/6/3,0.5,0.36,1.6,69,4.8,7500,20000,0.29,0.035,0.028,7.5,0.7,26.6,3,2.1,5.6,26.4,0.69,1.9,0.006,1.6
2019/6/3,0.7,0.25,1.1,64,4.4,6200,10000,0.27,0.034,0.029,7.5,0.9,29.5,3,1.9,6,26.2,0.55,2.4,0.004,1.2
2019/7/25,3.8,0.05,38,144,9.7,100,480,0.17,0.019,0.005,8.5,9.7,25.7,1.9,0.22,6.3,28.5,0.24,13.1,0.008,4.2
2019/7/25,0.5,0.11,10,43,2.9,290,720,0.091,0.029,0.01,7.9,3.6,32.3,1.9,1.2,13,24.9,0.23,13.7,0.004,2.4
2019/8/8,0.8,0.25,2.4,69,4.6,420,790,0.2,0.07,0.028,7.9,0.5,28.4,2.5,1.9,3,28.1,0.52,11.6,0.011,0.8
2019/8/8,0.9,0.24,2.5,70,4.7,510,2100,0.18,0.058,0.024,7.9,1.1,28.7,2.5,1.8,3.4,28,0.48,12.1,0.01,1.1
2019/8/8,0.7,0.2,1.6,63,4.2,900,2200,0.17,0.048,0.028,7.9,0.5,29.6,2.5,1.8,6.6,27.8,0.42,14.9,0.008,1
2019/9/12,1.1,0.22,9.2,101,6.6,80,380,0.14,0.03,0.015,8.2,3.6,29.3,2.5,1.2,7.8,29.2,0.39,4.3,0.02,1.8
2019/9/12,1,0.17,8.8,75,4.9,190,560,0.12,0.029,0.013,8.2,2.2,29.7,2.5,1.1,7.9,29,0.32,3.8,0.014,1.7
2019/9/12,0.6,0.2,10,73,4.8,390,1100,0.13,0.03,0.015,8.1,3.6,30.2,2.5,1.1,8.4,28.9,0.36,5.8,0.016,1.7
2019/10/3,0.8,0.23,0.8,75,4.8,3600,8800,0.25,0.044,0.026,7.8,1.2,31.2,1.9,1.9,7.8,29.5,0.52,5,0.008,1.5
2019/10/3,0.7,0.25,0.9,68,4.4,5400,13000,0.24,0.042,0.028,7.8,1.1,31.3,1.9,2,8.4,29.5,0.53,4.6,0.009,1.6
2019/10/3,0.5,0.26,1.2,68,4.4,2200,4300,0.24,0.039,0.032,7.8,1.1,31.3,1.9,1.5,7.2,29.5,0.54,4.5,0.009,1.3
2019/11/21,0.9,0.18,3.2,89,6.1,96,160,0.029,0.008,0.008,8,0.5,33.1,2.8,0.45,7.6,24.8,0.22,5.6,0.008,1.8
2019/11/21,0.8,0.17,3.6,77,5.3,2000,3300,0.028,0.009,0.017,8,1.6,33.1,2.8,0.42,3.7,24.7,0.21,3.4,0.007,1.1
2019/11/21,0.7,0.17,2.8,85,5.9,1500,3100,0.035,0.008,0.022,7.9,1.7,33.1,2.8,0.44,3.7,24.6,0.21,3.4,0.006,1
2019/12/2,0.4,0.23,1.7,77,5.4,5300,12000,0.07,0.013,0.027,8.1,2,33.1,2.4,0.64,7.2,23.5,0.31,4.3,0.011,1.2
2019/12/2,0.4,0.23,2,78,5.5,5600,13000,0.07,0.013,0.031,8.1,2,33.1,2.4,0.65,7.8,23.5,0.31,4.7,0.01,1.2
2019/1/2,0.7,0.13,0.2,88,6.6,1600,3000,0.076,0.021,0.026,8,0.9,33.1,2,0.88,5.7,19.5,0.23,3,0.004,1
2019/2/13,0.9,0.29,0.5,84,6.4,140,310,0.12,0.008,0.029,8,2.2,31.5,2.2,0.38,7,19.5,0.42,0.8,0.008,2.8
2019/2/13,0.7,0.26,3.9,96,7.3,40,210,0.12,0.01,0.013,8,1.4,31.7,2.2,0.38,6.6,19.5,0.39,0.6,0.007,1.8
2019/2/13,0.6,0.14,1.3,101,7.7,60,150,0.1,0.008,0.01,8,0.9,32.2,2.2,0.42,9.3,19.4,0.25,0.6,0.004,3.3
2019/3/1,0.8,0.11,8,96,7.2,510,850,0.064,0.009,0.018,8.1,1.7,32.3,3.3,0.25,2.2,20.2,0.18,0.7,0.004,1
2019/3/1,1.1,0.1,9.3,98,7.3,670,1100,0.066,0.009,0.002,8.1,1,32.3,3.3,0.23,5.2,20.1,0.18,0.6,0.004,1.2
2019/4/11,0.9,0.099,4.4,81,5.7,52,100,0.24,0.013,0.021,7.9,1,29.7,4.7,0.72,11,24.2,0.35,0.3,0.004,3.7
2019/4/11,0.8,0.069,3.3,94,6.7,10,10,0.17,0.009,0.015,8,1.6,33.1,4.7,0.58,12,22.9,0.25,1.7,0.002,2.8
2019/5/10,0.7,0.22,0.6,76,5.4,110,310,0.24,0.017,0.025,7.6,1.5,30.1,2.8,1.1,3.1,24.1,0.48,2,0.004,1.2
2019/5/10,0.2,0.13,0.5,86,6,70,150,0.14,0.012,0.017,7.7,0.5,32.8,2.8,0.8,10,23.6,0.28,4,0.003,1.2
2019/6/3,0.4,0.15,1.2,75,5.2,1900,2600,0.34,0.04,0.031,7.6,0.4,26.5,2.3,1.9,2.6,26.8,0.53,1.5,0.003,0.6
2019/6/3,0.4,0.19,1.2,67,4.6,6100,9800,0.24,0.033,0.023,7.6,0.5,28.1,2.3,1.7,4.6,26.3,0.46,2.4,0.004,0.8
2019/6/3,0.5,0.19,0.7,59,4.1,4200,9000,0.16,0.03,0.022,7.6,0.5,30,2.3,1.1,5.2,26.1,0.38,3.6,0.004,1
2019/7/25,3.9,0.037,44,138,9.3,350,950,0.16,0.02,0.005,8.5,9.6,26.1,2.1,0.22,14,28.2,0.22,15.2,0.006,5.1
2019/8/8,0.8,0.17,2,69,4.6,60,200,0.21,0.077,0.019,7.9,1.3,28.3,2.1,2,4.2,28.2,0.46,11.7,0.008,0.9
2019/8/8,0.7,0.21,1.6,64,4.3,250,780,0.2,0.069,0.022,7.9,0.7,28.7,2.1,1.9,6.1,27.8,0.48,12.1,0.009,1
2019/8/8,0.8,0.16,1.4,65,4.3,390,980,0.14,0.04,0.026,7.9,2.4,29.9,2.1,1.7,21,27.8,0.34,14.4,0.007,1.8
2019/9/12,1.6,0.33,17,89,5.8,18,91,0.14,0.033,0.014,8.2,2.4,28.9,2.4,0.86,5,29.6,0.5,3.2,0.029,1.8
2019/9/12,1.4,0.2,16,69,4.5,36,120,0.15,0.032,0.007,8.2,2.6,29.1,2.4,0.84,4.6,29.2,0.38,2.3,0.019,1.4
2019/9/12,0.7,0.15,6.9,69,4.5,260,630,0.1,0.028,0.015,8.2,2.7,30.2,2.4,1.3,6.8,28.7,0.28,3.8,0.013,1.5
2019/11/21,1.2,0.24,4.1,89,6.1,3100,4000,0.023,0.008,0.01,8,0.8,33,3,0.46,3.4,24.7,0.27,3.4,0.01,1.4
2019/11/21,1.1,0.19,3.2,68,4.7,4100,7400,0.02,0.007,0.017,8,1.2,33,3,0.41,3.6,24.7,0.22,3.1,0.008,1.1
2019/11/21,0.8,0.13,3.7,93,6.4,4800,7900,0.014,0.006,0.018,8,1.4,33.3,3,0.41,5.1,24.6,0.15,4.1,0.005,1
2019/12/2,0.5,0.27,2.1,72,5.1,17000,29000,0.044,0.014,0.024,8.1,1.4,33.1,2.5,0.62,4.4,23.3,0.33,4,0.012,0.9
2019/12/2,0.4,0.18,1.8,89,6.2,14000,36000,0.033,0.013,0.018,8.1,1.1,33.5,2.5,0.57,8.4,23.2,0.23,6.5,0.009,1.2
2019/1/7,0.8,0.31,0.2,58,4.4,2200,6700,0.099,0.024,0.037,7.8,1,32.7,3,1.1,2.8,19.3,0.43,1.3,0.006,1
2019/1/7,0.7,0.27,0.3,64,4.8,2800,6300,0.096,0.023,0.036,7.8,1.2,32.8,3,1.1,3.5,19.5,0.39,1.7,0.005,1.1
2019/3/21,0.7,0.37,0.7,48,3.5,460,900,0.14,0.017,0.046,7.7,1.1,32.3,1.9,0.73,7.1,22.1,0.53,0.9,0.007,1.4
2019/3/21,0.7,0.38,0.8,52,3.8,1200,3100,0.14,0.016,0.047,7.7,0.6,32.2,1.9,0.78,8,21.9,0.54,0.8,0.007,1.7
2019/5/24,0.6,0.28,1.2,39,2.7,15000,53000,0.21,0.026,0.039,7.5,0.6,29.7,2.8,1.1,2.6,25.5,0.52,1.4,0.005,0.8
2019/5/24,0.5,0.25,1.9,43,3,2200,7700,0.18,0.018,0.033,7.6,1.4,30,2.8,0.96,2.9,25.6,0.45,1.2,0.004,1.1
2019/7/22,1,0.24,12,44,4,2900,7000,0.18,0.024,0.024,7.4,3.2,30.7,2.8,1,12,26.4,0.44,1.6,0.003,4.4
2019/7/22,0.8,0.23,9.5,32,2.2,2900,7600,0.17,0.024,0.005,7.4,3.8,30.7,2.8,1.2,11,25.9,0.42,1.4,0.003,3.2
2019/9/19,0.9,0.3,2.1,50,3.3,4800,41000,0.16,0.037,0.028,8,0.4,29.3,2.3,2.1,10,29.6,0.5,3.8,0.018,2.6
2019/9/19,0.8,0.3,1.6,53,3.5,4000,17000,0.16,0.039,0.028,8,0.9,29.8,2.3,2.1,11,29.4,0.5,3.3,0.019,2.7
2019/11/20,0.7,0.3,1,65,4.5,1700,2600,0.082,0.017,0.025,7.8,2,32.5,2.4,0.57,3.2,24.7,0.4,2.8,0.009,0.8
2019/11/20,0.6,0.29,0.6,70,4.8,1500,2000,0.079,0.016,0.033,7.8,0.8,32.6,2.4,0.54,4.6,24.9,0.39,3.2,0.008,1
2019/1/7,0.4,0.09,0.4,82,6.3,1100,1900,0.12,0.021,0.026,7.9,1.8,32.8,3,1.1,4,18.9,0.23,2,0.002,1
2019/1/7,0.5,0.094,0.6,88,6.7,5500,8100,0.12,0.022,0.027,7.9,1.4,32.8,3,1.1,6,19,0.24,2.8,0.002,1.4
2019/1/7,0.5,0.089,0.5,88,6.7,2700,3100,0.12,0.021,0.027,7.9,1.3,32.8,3,1.1,5.2,19,0.23,2.4,0.002,1.2
2019/3/21,0.9,0.3,1.3,45,3.2,730,1900,0.12,0.017,0.042,7.8,1.2,32.8,2,0.59,8.2,22.2,0.44,0.9,0.006,1.7
2019/3/21,0.6,0.23,1.3,57,4.1,420,650,0.1,0.013,0.036,7.8,1.3,32.6,2,0.51,6.8,21.7,0.34,1,0.005,1.4
2019/3/21,0.8,0.3,1.4,52,3.8,720,2200,0.13,0.018,0.043,7.8,1,32.8,2,0.6,6.2,21.8,0.45,1.1,0.007,1.3
2019/5/24,0.5,0.14,0.9,62,4.3,130,340,0.17,0.014,0.018,7.7,1.1,31,4,0.83,1.4,25.2,0.32,0.7,0.003,0.7
2019/5/24,0.4,0.11,0.7,64,4.4,90,250,0.14,0.014,0.018,7.7,1.7,31,4,0.73,2,25.4,0.26,0.7,0.002,0.8
2019/5/24,0.5,0.11,1.1,65,4.5,320,680,0.13,0.014,0.009,7.7,1.8,31.2,4,0.69,2.2,25.4,0.25,1,0.003,0.7
2019/7/22,0.7,0.13,6.6,58,4,2100,3200,0.16,0.021,0.017,7.4,2.1,32,2.3,0.98,11,25.4,0.31,2.3,0.002,3.1
2019/7/22,0.5,0.12,5,43,2.9,1600,2600,0.13,0.027,0.006,7.4,3.3,32.1,2.3,1.1,12,25.1,0.28,4.6,0.002,3.2
2019/7/22,0.4,0.1,5.8,38,2.6,2800,5000,0.1,0.022,0.007,7.4,2.4,32.3,2.3,1.1,18,24.9,0.22,2.9,0.001,3.9
2019/9/19,0.6,0.18,0.4,50,3.2,570,2000,0.1,0.024,0.018,8.1,0.9,31,2.6,1.6,9.4,29.2,0.3,3.5,0.012,2
2019/9/19,0.5,0.15,0.9,59,3.8,800,3800,0.093,0.022,0.015,8.1,0.4,31.1,2.6,1.6,9.1,29.3,0.27,3.6,0.01,2.2
2019/11/20,0.5,0.12,1.3,82,5.7,90,320,0.063,0.012,0.013,7.9,1.9,32.9,3.3,0.47,3.5,24.5,0.2,2.8,0.004,0.7
2019/11/20,0.5,0.13,1.2,83,5.7,30,210,0.065,0.012,0.013,7.9,2,33.1,3.3,0.56,3.2,24.8,0.21,2.7,0.004,0.9
2019/11/20,0.5,0.12,0.6,89,6.1,110,300,0.061,0.012,0.025,7.9,1,33.1,3.3,0.47,3.7,24.7,0.19,4.4,0.004,0.8
2019/1/7,0.7,0.19,1.6,67,5.1,2100,3200,0.1,0.023,0.034,7.8,1.6,32.4,2,1.2,7.8,19.6,0.31,2.9,0.004,1.7
2019/1/7,0.5,0.18,1.1,68,5.1,2600,5800,0.096,0.023,0.033,7.9,1.7,32.7,2,1.2,7.6,19.7,0.3,4.2,0.004,1.4
2019/3/21,0.7,0.36,1.3,33,2.4,120,240,0.12,0.017,0.06,7.6,0.7,32.4,1.5,0.99,24,22.7,0.5,3.1,0.005,3.7
2019/3/21,0.6,0.36,1.7,37,2.6,100,270,0.12,0.019,0.06,7.6,1.2,32.5,1.5,0.98,26,22.3,0.5,7.5,0.005,3.9
2019/5/24,1,0.23,3.4,59,4,560,2400,0.21,0.021,0.035,7.6,1.9,29.7,2.5,1.2,4,25.7,0.46,1.8,0.004,1.1
2019/5/24,0.9,0.22,2.9,52,3.6,640,1100,0.21,0.021,0.023,7.6,2.3,29.7,2.5,1.3,4.6,25.9,0.45,2,0.004,1.2
2019/7/22,1.1,0.15,15,68,4.6,1600,3900,0.16,0.021,0.02,7.5,6.2,30.7,2.3,0.76,15,26.2,0.33,3.4,0.002,4.5
2019/7/22,0.9,0.15,14,42,2.8,800,4400,0.15,0.025,0.004,7.5,5.4,30.6,2.3,0.73,12,26.3,0.33,2.6,0.002,3.4
2019/9/19,0.7,0.24,3.6,52,3.4,2200,7500,0.14,0.027,0.014,8,3.2,29,2.4,2,12,29.6,0.41,4.8,0.015,2.8
2019/9/19,0.4,0.27,2,51,3.3,1200,3500,0.11,0.026,0.034,8,0.2,30.3,2.4,2.1,22,29.3,0.41,7,0.015,4.4
2019/11/20,0.6,0.28,1.5,63,4.4,240,610,0.082,0.017,0.031,7.8,2,32.3,2.4,0.84,3.7,24.7,0.38,4.4,0.008,0.8
2019/11/20,0.7,0.28,0.7,67,4.6,230,720,0.084,0.017,0.038,7.8,1.1,32.4,2.4,0.82,4.8,25.1,0.38,4.1,0.008,1.1
2019/1/7,0.5,0.12,0.9,79,6,2900,3900,0.12,0.019,0.027,7.9,0.9,32.6,3,1.2,3.4,18.9,0.26,1.8,0.003,1
2019/1/7,0.5,0.095,0.3,82,6.3,690,1200,0.12,0.019,0.025,7.9,1.7,32.8,3,1.1,5.8,19.1,0.23,1.8,0.002,1.4
2019/3/21,0.7,0.3,0.8,46,3.3,670,1200,0.14,0.015,0.037,7.7,0.8,32.3,2.2,0.72,12,22.3,0.46,1.1,0.006,2.4
2019/3/21,0.6,0.29,0.8,46,3.4,950,2300,0.14,0.015,0.042,7.8,1.5,32.4,2.2,0.69,12,21.8,0.45,2.1,0.006,2.6
2019/5/24,0.5,0.13,0.7,53,3.7,730,1500,0.18,0.014,0.013,7.7,2.1,30.7,3.1,0.9,1.9,25.3,0.32,0.9,0.003,0.8
2019/5/24,0.4,0.1,1.5,60,4.1,820,2100,0.13,0.013,0.019,7.7,0.8,31,3.1,0.62,3.3,25.4,0.24,1.3,0.002,0.8
2019/7/22,0.7,0.14,8.7,56,3.8,2000,6100,0.22,0.023,0.021,7.4,1.6,30.7,3,1.2,6.8,26.1,0.38,0.9,0.002,2.8
2019/7/22,0.4,0.13,7.6,38,2.6,430,1200,0.19,0.004,0.005,7.4,1.7,30.9,3,1.2,8.7,25.6,0.32,1.6,0.002,2.5
2019/9/19,0.5,0.19,1.3,50,3.2,1700,5400,0.15,0.027,0.024,8,0.4,30,2.2,2.1,11,29.2,0.37,3.9,0.012,2.6
2019/9/19,0.3,0.18,1.1,59,3.8,2100,9200,0.14,0.028,0.016,8.1,0.2,30.8,2.2,2.1,12,29.3,0.35,4.7,0.012,2.5
2019/11/20,0.6,0.16,1.6,75,5.2,860,1600,0.078,0.014,0.016,7.9,1.7,32.7,2.3,0.53,5.2,24.2,0.25,3.7,0.005,1
2019/11/20,0.6,0.16,1.1,84,5.8,650,1500,0.076,0.014,0.008,7.9,1.5,32.9,2.3,0.52,36,24.8,0.25,21.2,0.005,4.7
2019/1/7,0.6,0.055,0.5,78,6,950,1600,0.13,0.018,0.022,7.9,1.2,32.6,3,1.1,5.3,18.6,0.2,2,0.001,1.2
2019/1/7,0.7,0.051,0.7,86,6.6,650,920,0.13,0.018,0.022,7.9,2.8,32.7,3,1.1,15,18.9,0.2,4.7,0.001,2.5
2019/3/21,0.4,0.16,1.2,49,3.5,110,220,0.076,0.011,0.027,7.8,1.2,32.7,3,0.41,11,22.3,0.25,0.9,0.003,2.2
2019/3/21,0.3,0.14,1,44,3.2,260,410,0.068,0.01,0.025,7.8,0.6,33,3,0.41,11,21.5,0.22,2.3,0.003,2.8
2019/5/24,0.5,0.069,1.7,50,3.5,710,1100,0.1,0.011,0.007,7.7,1.1,31.1,3.8,0.49,2.6,25.2,0.18,0.9,0.002,1.1
2019/5/24,0.4,0.05,2.2,45,3.1,290,430,0.082,0.01,0.004,7.7,1.7,31.4,3.8,0.36,4.6,25.3,0.14,1.4,0.001,1.2
2019/11/20,0.4,0.11,1.7,80,5.6,150,340,0.14,0.014,0.015,7.9,2.5,32.8,2.5,0.5,2.8,24.3,0.26,2.2,0.004,0.9
2019/11/20,0.7,0.11,1.5,90,6.2,250,620,0.065,0.011,0.014,7.9,2.3,33.1,2.5,0.5,2.8,24.6,0.19,2.3,0.004,0.9
2019/1/7,0.4,0.043,0.8,88,6.8,230,550,0.13,0.017,0.018,8,1.2,32.7,3,1.1,5.9,18.8,0.19,2.7,0.001,1.5
2019/3/21,0.9,0.27,3.7,49,3.6,370,630,0.17,0.053,0.067,7.8,1.3,27.3,2,0.72,6.4,23,0.49,1.1,0.006,1.6
2019/3/21,0.6,0.26,3.1,52,3.9,370,640,0.16,0.051,0.065,7.8,1.7,29.9,2,0.54,6.3,21.9,0.47,1,0.006,1.4
2019/3/21,0.5,0.26,3.3,60,4.4,240,480,0.16,0.049,0.066,7.8,1.9,31.6,2,0.55,7.3,21.7,0.47,0.9,0.006,1.5
2019/5/24,1.2,0.6,1.6,36,2.7,1500,4800,1.1,0.43,0.29,7.3,4,19,2.7,2.5,1.8,25.5,2.13,1,0.005,1.2
2019/5/24,0.7,0.22,0.9,33,2.3,650,1800,0.3,0.1,0.077,7.6,3,25.8,2.7,1.2,1.4,25.8,0.62,0.4,0.004,0.8
2019/5/24,0.5,0.14,1.3,30,2.1,160,680,0.19,0.046,0.041,7.7,1.2,29.7,2.7,0.74,1.5,25.5,0.38,0.6,0.003,0.8
2019/7/22,1.4,0.12,14,74,5.1,900,4600,0.36,0.13,0.082,7.5,3.8,27.6,2.3,1.3,13,26.4,0.61,1.4,0.002,4.3
2019/7/22,0.8,0.12,12,60,4.1,1000,3000,0.28,0.082,0.047,7.5,3.3,30.3,2.3,1.2,11,25.4,0.48,1.3,0.002,3.2
2019/7/22,0.6,0.13,7.5,74,5.1,1200,2000,0.18,0.05,0.022,7.5,3,31.6,2.3,1.2,9.2,24.8,0.36,1.4,0.002,3
2019/9/19,1.6,0.47,5.1,45,3,120000,340000,0.78,0.2,0.21,8,4.5,24,1.9,3.6,12,29.7,1.45,4.3,0.028,3.5
2019/9/19,1.4,0.23,3.5,54,3.5,120000,380000,0.29,0.077,0.079,8.1,3.3,30.6,1.9,2,13,29.4,0.6,4.2,0.017,3.2
2019/11/20,0.9,0.25,4,71,5,130,220,0.56,0.069,0.19,7.8,4.3,31.1,2.7,1.3,2.3,24.4,0.88,2.2,0.006,1.1
2019/11/20,0.4,0.16,2,64,4.4,70,90,0.1,0.017,0.04,7.8,2.8,31.7,2.7,0.72,2.9,24.9,0.28,2.4,0.004,1
2019/11/20,0.8,0.13,2.1,77,5.3,54,110,0.093,0.016,0.034,7.8,2.5,32.9,2.7,0.67,2.8,24.9,0.24,2.4,0.004,0.9
2019/1/7,0.5,0.14,0.4,75,5.6,320,490,0.091,0.024,0.024,8,1.6,33.1,2,1,8,19.4,0.26,4.1,0.004,1.6
2019/1/7,0.3,0.13,0.6,83,6.2,340,760,0.092,0.024,0.023,7.9,1.3,33.1,2,1,8.2,19.4,0.25,5,0.003,1.4
2019/3/21,0.4,0.21,1,45,3.3,710,1800,0.3,0.023,0.031,7.8,0.5,30.2,1.5,1.3,16,22.1,0.53,4.1,0.005,3.1
2019/3/21,0.4,0.21,0.6,60,4.4,860,2300,0.3,0.023,0.031,7.8,1.2,30,1.5,1.3,15,21.9,0.53,4.6,0.005,2.5
2019/5/24,0.9,0.084,4.5,67,4.6,360,900,0.3,0.017,0.011,7.7,3.1,28.4,2.4,1.5,2.6,26.1,0.4,1,0.002,1
2019/5/24,0.8,0.094,2.9,68,4.7,620,2000,0.28,0.017,0.021,7.7,2.6,28.7,2.4,1.3,6.2,25.8,0.39,2.6,0.002,1.4
2019/7/22,0.4,0.093,2.1,46,3.2,380,4300,0.4,0.056,0.009,7.4,0.7,25.7,2.7,2.1,6.2,26.9,0.55,1.3,0.001,1.6
2019/7/22,0.1,0.095,1.4,37,2.5,1000,4600,0.26,0.032,0.005,7.4,1.4,26,2.7,1.9,6.6,26.5,0.39,1.7,0.001,1.6
2019/9/19,0.5,0.17,0.7,50,3.3,1800,6400,0.22,0.051,0.022,8.1,0.8,29.3,2,2,26,29.4,0.44,8.2,0.012,4.6
2019/9/19,0.3,0.17,1,57,3.7,2000,6100,0.2,0.05,0.022,8.1,0.6,29.2,2,1.9,20,29.1,0.42,8.4,0.012,4.3
2019/11/20,0.6,0.14,2.8,81,5.6,280,680,0.044,0.011,0.015,7.9,2.5,32.7,2.6,0.42,6.6,24.6,0.2,5.9,0.005,1.3
2019/11/20,0.5,0.15,1.7,87,6,140,680,0.053,0.012,0.014,7.9,2,32.7,2.6,0.43,9,24.9,0.22,5.8,0.005,1.6
2019/2/8,1.4,0.064,5.1,100,7.6,910,1000,0.17,0.01,0.011,8,1.8,31.1,4.1,0.31,2.7,19.5,0.24,0.6,0.002,1.5
2019/2/8,1,0.039,3,116,8.9,210,240,0.1,0.007,0.009,8,1.7,31.8,4.1,0.38,1.5,19,0.15,0.4,0.001,0.8
2019/2/8,1.3,0.038,4,115,8.9,34,42,0.081,0.005,0.01,8,4,32,4.1,0.38,7.8,18.8,0.12,4.8,0.001,1.4
2019/3/25,0.4,0.077,1.8,85,6.2,5,19,0.061,0.005,0.014,7.9,1.3,32.9,3.5,0.41,8.9,21.4,0.14,1.2,0.002,2.3
2019/4/10,0.3,0.06,6.9,99,7,4,9,0.21,0.01,0.012,8,0.2,33.3,4.2,0.57,9.6,22.8,0.28,0.6,0.002,2.5
2019/7/24,2.1,0.051,32,125,8.4,110,370,0.18,0.022,0.004,8,7.4,26.2,2.6,0.75,9.7,28.1,0.25,1.9,0.003,3
2019/8/9,1.1,0.14,5.5,76,5.1,39,66,0.2,0.082,0.018,8,1.8,28.5,2.5,1.7,2.1,28.3,0.42,12.6,0.007,0.6
2019/12/4,0.4,0.034,0.8,96,6.9,1,6,0.013,0.018,0.007,8.2,1.2,33.6,2.4,0.8,10,22.3,0.07,2.5,0.002,1.4
2019/1/4,0.4,0.066,0.7,90,6.8,230,340,0.077,0.02,0.019,8,0.5,33.2,2,0.93,6.3,19.1,0.16,27.5,0.002,0.6
2019/1/4,0.3,0.067,0.3,93,7,210,290,0.076,0.02,0.019,8,0.8,33.2,2,0.94,8,19.1,0.16,5.3,0.002,1.4
2019/2/8,1.3,0.07,5.4,103,7.8,62,73,0.32,0.018,0.011,8,3.3,29.8,2.6,0.33,3.5,20.2,0.41,1.7,0.002,1.5
2019/2/8,1,0.088,3.8,111,8.5,460,530,0.69,0.013,0.015,8,2.8,30.5,2.6,0.41,2.8,19.5,0.79,1.2,0.003,0.9
2019/2/8,1.1,0.072,3.9,110,8.4,580,730,0.22,0.013,0.012,8,3.4,31.3,2.6,0.36,9.1,19.2,0.31,3.7,0.002,1.7
2019/3/25,0.4,0.14,1.1,74,5.4,7,19,0.17,0.012,0.021,7.8,0.8,31.2,2.7,0.94,9,21.5,0.32,1.5,0.003,2.3
2019/3/25,0.4,0.14,1.5,69,5.1,14,37,0.13,0.01,0.02,7.8,0.7,31.4,2.7,0.74,9.6,21.5,0.28,1.5,0.003,2.8
2019/3/25,0.1,0.095,1.2,89,6.5,9,32,0.084,0.005,0.016,7.9,0.7,33.2,2.7,0.56,20,21.5,0.18,2.3,0.003,3.9
2019/4/10,0.3,0.091,3.5,66,4.7,180,280,0.32,0.017,0.02,7.9,0.7,29.7,3.6,1.1,11,23.9,0.43,0.5,0.003,3.4
